Pollster Name,Methodology,State,sample_size,Type of Voter,Candidate Favored,Percentage
Emerson College,Online Panel/Text-to-Web,Montana,1000,lv,Robert F. Kennedy,4.6
Emerson College,Online Panel/Text-to-Web,Montana,1000,lv,Cornel West,0.1
Emerson College,Online Panel/Text-to-Web,Montana,1000,lv,Jill Stein,0.1
Emerson College,Online Panel/Text-to-Web,Montana,1000,lv,Chase Oliver,0.1
YouGov,Online Panel,NA,1413,rv,Kamala Harris,45
YouGov,Online Panel,NA,1413,rv,Donald Trump,43
YouGov,Online Panel,NA,1413,rv,Robert F. Kennedy,2
YouGov,Online Panel,NA,1413,rv,Cornel West,0
YouGov,Online Panel,NA,1413,rv,Jill Stein,1
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,44
Morning Consult,Online Panel,NA,10013,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,10013,lv,Donald Trump,45
ActiVote,App Panel,NA,1000,lv,Kamala Harris,50
ActiVote,App Panel,NA,1000,lv,Donald Trump,50
ActiVote,App Panel,NA,1000,lv,Kamala Harris,45
ActiVote,App Panel,NA,1000,lv,Donald Trump,44.4
ActiVote,App Panel,NA,1000,lv,Robert F. Kennedy,10.5
Cygnal,NA,North Carolina,600,lv,Kamala Harris,44.1
Cygnal,NA,North Carolina,600,lv,Donald Trump,47.2
Cygnal,NA,North Carolina,600,lv,Robert F. Kennedy,3.6
Cygnal,NA,North Carolina,600,lv,Chase Oliver,0.6
Cygnal,NA,North Carolina,600,lv,Randall A. Terry,0
Cygnal,NA,North Carolina,600,lv,Jill Stein,0.4
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,47
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,44
Morning Consult,Online Panel,NA,10206,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,10206,lv,Donald Trump,45
SurveyUSA,Online Panel,NA,1510,lv,Kamala Harris,48
SurveyUSA,Online Panel,NA,1510,lv,Donald Trump,45
RMG Research,NA,Wisconsin,800,rv,Kamala Harris,48
RMG Research,NA,Wisconsin,800,rv,Donald Trump,45
Peak Insights,NA,Arizona,800,lv,Kamala Harris,42
Peak Insights,NA,Arizona,800,lv,Donald Trump,44
Peak Insights,NA,Arizona,800,lv,Robert F. Kennedy,11
HighGround,Live Phone,Arizona,500,lv,Kamala Harris,44.4
HighGround,Live Phone,Arizona,500,lv,Donald Trump,41.6
Iron Light,NA,Arizona,600,lv,Kamala Harris,43
Iron Light,NA,Arizona,600,lv,Donald Trump,43
Iron Light,NA,Arizona,600,lv,Robert F. Kennedy,7
Morning Consult,Online Panel,NA,11265,rv,Kamala Harris,48
Morning Consult,Online Panel,NA,11265,rv,Donald Trump,44
Morning Consult,Online Panel,NA,9952,lv,Kamala Harris,49
Morning Consult,Online Panel,NA,9952,lv,Donald Trump,45
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Kamala Harris,51
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Donald Trump,48
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Kamala Harris,48
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Donald Trump,45
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Robert F. Kennedy,5
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Cornel West,0
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Jill Stein,1
Marist College,Live Phone/Online Panel/Text-to-Web,NA,1513,rv,Chase Oliver,0
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1001,rv,Kamala Harris,46
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1001,rv,Donald Trump,48
HarrisX,Online Panel,NA,1011,rv,Kamala Harris,49
HarrisX,Online Panel,NA,1011,rv,Donald Trump,51
HarrisX,Online Panel,NA,1011,rv,Kamala Harris,46
HarrisX,Online Panel,NA,1011,rv,Donald Trump,44
HarrisX,Online Panel,NA,1011,rv,Robert F. Kennedy,9
HarrisX,Online Panel,NA,1011,rv,Kamala Harris,45
HarrisX,Online Panel,NA,1011,rv,Donald Trump,44
HarrisX,Online Panel,NA,1011,rv,Robert F. Kennedy,9
HarrisX,Online Panel,NA,1011,rv,Cornel West,1
HarrisX,Online Panel,NA,1011,rv,Jill Stein,1
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,47
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,44
Morning Consult,Online Panel,NA,9394,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,9394,lv,Donald Trump,46
Redfield & Wilton Strategies,Online Panel,Arizona,567,lv,Kamala Harris,44
Redfield & Wilton Strategies,Online Panel,Arizona,567,lv,Donald Trump,43
Redfield & Wilton Strategies,Online Panel,Arizona,567,lv,Robert F. Kennedy,4
Redfield & Wilton Strategies,Online Panel,Arizona,567,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Arizona,567,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Florida,976,lv,Kamala Harris,41
Redfield & Wilton Strategies,Online Panel,Florida,976,lv,Donald Trump,47
Redfield & Wilton Strategies,Online Panel,Florida,976,lv,Robert F. Kennedy,5
Redfield & Wilton Strategies,Online Panel,Florida,976,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,Florida,976,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Georgia,1128,lv,Kamala Harris,44
Redfield & Wilton Strategies,Online Panel,Georgia,1128,lv,Donald Trump,46
Redfield & Wilton Strategies,Online Panel,Georgia,1128,lv,Robert F. Kennedy,3
Redfield & Wilton Strategies,Online Panel,Georgia,1128,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Georgia,1128,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Michigan,771,lv,Kamala Harris,41
Redfield & Wilton Strategies,Online Panel,Michigan,771,lv,Donald Trump,42
Redfield & Wilton Strategies,Online Panel,Michigan,771,lv,Robert F. Kennedy,5
Redfield & Wilton Strategies,Online Panel,Michigan,771,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Michigan,771,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,Minnesota,538,lv,Kamala Harris,46
Redfield & Wilton Strategies,Online Panel,Minnesota,538,lv,Donald Trump,41
Redfield & Wilton Strategies,Online Panel,Minnesota,538,lv,Robert F. Kennedy,3
Redfield & Wilton Strategies,Online Panel,Minnesota,538,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Minnesota,538,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Nevada,470,lv,Kamala Harris,40
Redfield & Wilton Strategies,Online Panel,Nevada,470,lv,Donald Trump,40
Redfield & Wilton Strategies,Online Panel,Nevada,470,lv,Robert F. Kennedy,5
Redfield & Wilton Strategies,Online Panel,Nevada,470,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Nevada,470,lv,Jill Stein,1
Redfield & Wilton Strategies,Online Panel,New Mexico,493,lv,Kamala Harris,44
Redfield & Wilton Strategies,Online Panel,New Mexico,493,lv,Donald Trump,37
Redfield & Wilton Strategies,Online Panel,New Mexico,493,lv,Robert F. Kennedy,8
Redfield & Wilton Strategies,Online Panel,New Mexico,493,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,New Mexico,493,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,North Carolina,714,lv,Kamala Harris,41
Redfield & Wilton Strategies,Online Panel,North Carolina,714,lv,Donald Trump,44
Redfield & Wilton Strategies,Online Panel,North Carolina,714,lv,Robert F. Kennedy,4
Redfield & Wilton Strategies,Online Panel,North Carolina,714,lv,Chase Oliver,1
Redfield & Wilton Strategies,Online Panel,North Carolina,714,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Pennsylvania,743,lv,Kamala Harris,44
Redfield & Wilton Strategies,Online Panel,Pennsylvania,743,lv,Donald Trump,46
Redfield & Wilton Strategies,Online Panel,Pennsylvania,743,lv,Robert F. Kennedy,3
Redfield & Wilton Strategies,Online Panel,Pennsylvania,743,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Pennsylvania,743,lv,Jill Stein,0
Redfield & Wilton Strategies,Online Panel,Wisconsin,597,lv,Kamala Harris,43
Redfield & Wilton Strategies,Online Panel,Wisconsin,597,lv,Donald Trump,43
Redfield & Wilton Strategies,Online Panel,Wisconsin,597,lv,Robert F. Kennedy,3
Redfield & Wilton Strategies,Online Panel,Wisconsin,597,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,Wisconsin,597,lv,Jill Stein,0
TIPP Insights,Online Panel,NA,1326,rv,Kamala Harris,46
TIPP Insights,Online Panel,NA,1326,rv,Donald Trump,45
TIPP Insights,Online Panel,NA,1326,rv,Kamala Harris,44
TIPP Insights,Online Panel,NA,1326,rv,Donald Trump,42
TIPP Insights,Online Panel,NA,1326,rv,Robert F. Kennedy,7
TIPP Insights,Online Panel,NA,1326,rv,Cornel West,1
TIPP Insights,Online Panel,NA,1326,rv,Jill Stein,1
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,47
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,9250,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,9250,lv,Donald Trump,46
YouGov,Online Panel,NA,3092,lv,Kamala Harris,50
YouGov,Online Panel,NA,3092,lv,Donald Trump,49
YouGov,Online Panel,NA,3092,lv,Kamala Harris,49
YouGov,Online Panel,NA,3092,lv,Donald Trump,47
YouGov,Online Panel,NA,3092,lv,Robert F. Kennedy,2
YouGov,Online Panel,NA,3092,lv,Cornel West,0
YouGov,Online Panel,NA,3092,lv,Jill Stein,0
YouGov,Online Panel,NA,3092,lv,Chase Oliver,0
BSG/GS Strategy Group,Online Panel/Text-to-Web,Arizona,435,lv,Kamala Harris,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,Arizona,435,lv,Donald Trump,42
BSG/GS Strategy Group,Online Panel/Text-to-Web,Arizona,435,lv,Robert F. Kennedy,7
BSG/GS Strategy Group,Online Panel/Text-to-Web,Arizona,435,lv,Kamala Harris,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,Arizona,435,lv,Donald Trump,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,Georgia,405,lv,Kamala Harris,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,Georgia,405,lv,Donald Trump,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,Georgia,405,lv,Robert F. Kennedy,4
BSG/GS Strategy Group,Online Panel/Text-to-Web,Georgia,405,lv,Kamala Harris,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,Georgia,405,lv,Donald Trump,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,Michigan,406,lv,Kamala Harris,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,Michigan,406,lv,Donald Trump,44
BSG/GS Strategy Group,Online Panel/Text-to-Web,Michigan,406,lv,Robert F. Kennedy,6
BSG/GS Strategy Group,Online Panel/Text-to-Web,Michigan,406,lv,Kamala Harris,49
BSG/GS Strategy Group,Online Panel/Text-to-Web,Michigan,406,lv,Donald Trump,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,Nevada,403,lv,Kamala Harris,42
BSG/GS Strategy Group,Online Panel/Text-to-Web,Nevada,403,lv,Donald Trump,47
BSG/GS Strategy Group,Online Panel/Text-to-Web,Nevada,403,lv,Robert F. Kennedy,5
BSG/GS Strategy Group,Online Panel/Text-to-Web,Nevada,403,lv,Kamala Harris,45
BSG/GS Strategy Group,Online Panel/Text-to-Web,Nevada,403,lv,Donald Trump,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,North Carolina,403,lv,Kamala Harris,46
BSG/GS Strategy Group,Online Panel/Text-to-Web,North Carolina,403,lv,Donald Trump,44
BSG/GS Strategy Group,Online Panel/Text-to-Web,North Carolina,403,lv,Robert F. Kennedy,4
BSG/GS Strategy Group,Online Panel/Text-to-Web,North Carolina,403,lv,Kamala Harris,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,North Carolina,403,lv,Donald Trump,47
BSG/GS Strategy Group,Online Panel/Text-to-Web,Pennsylvania,411,lv,Kamala Harris,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,Pennsylvania,411,lv,Donald Trump,43
BSG/GS Strategy Group,Online Panel/Text-to-Web,Pennsylvania,411,lv,Robert F. Kennedy,5
BSG/GS Strategy Group,Online Panel/Text-to-Web,Pennsylvania,411,lv,Kamala Harris,49
BSG/GS Strategy Group,Online Panel/Text-to-Web,Pennsylvania,411,lv,Donald Trump,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,Wisconsin,404,lv,Kamala Harris,48
BSG/GS Strategy Group,Online Panel/Text-to-Web,Wisconsin,404,lv,Donald Trump,43
BSG/GS Strategy Group,Online Panel/Text-to-Web,Wisconsin,404,lv,Robert F. Kennedy,5
BSG/GS Strategy Group,Online Panel/Text-to-Web,Wisconsin,404,lv,Kamala Harris,49
BSG/GS Strategy Group,Online Panel/Text-to-Web,Wisconsin,404,lv,Donald Trump,46
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,46
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,9589,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,9589,lv,Donald Trump,46
University of Massachusetts Department of Political Science/YouGov,Online Panel,NA,1000,rv,Kamala Harris,46
University of Massachusetts Department of Political Science/YouGov,Online Panel,NA,1000,rv,Donald Trump,43
University of Massachusetts Department of Political Science/YouGov,Online Panel,NA,1000,rv,Robert F. Kennedy,6
"Fabrizio, Lee & Associates",Live Phone/Text-to-Web,Pennsylvania,600,lv,Kamala Harris,48
"Fabrizio, Lee & Associates",Live Phone/Text-to-Web,Pennsylvania,600,lv,Donald Trump,48
"Fabrizio, Lee & Associates",Live Phone/Text-to-Web,Pennsylvania,600,lv,Kamala Harris,45
"Fabrizio, Lee & Associates",Live Phone/Text-to-Web,Pennsylvania,600,lv,Donald Trump,45
"Fabrizio, Lee & Associates",Live Phone/Text-to-Web,Pennsylvania,600,lv,Robert F. Kennedy,4
Siena College,Live Phone,New York,1199,lv,Kamala Harris,53
Siena College,Live Phone,New York,1199,lv,Donald Trump,39
Siena College,Live Phone,New York,1199,lv,Kamala Harris,49
Siena College,Live Phone,New York,1199,lv,Donald Trump,37
Siena College,Live Phone,New York,1199,lv,Robert F. Kennedy,7
Siena College,Live Phone,New York,1199,lv,Jill Stein,2
Siena College,Live Phone,New York,1199,lv,Chase Oliver,1
Siena College,Live Phone,New York,1199,lv,Cornel West,1
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Kamala Harris,49
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Donald Trump,50
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Kamala Harris,50
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Donald Trump,49
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Kamala Harris,45
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Donald Trump,43
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Robert F. Kennedy,8
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Chase Oliver,1
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Jill Stein,1
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Randall A. Terry,0
Marquette University Law School,Live Phone/Email,Wisconsin,877,rv,Cornel West,0
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Kamala Harris,46
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Donald Trump,45
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Robert F. Kennedy,6
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Chase Oliver,1
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Jill Stein,1
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Randall A. Terry,0
Marquette University Law School,Live Phone/Email,Wisconsin,801,lv,Cornel West,0
Marquette University Law School,Probability Panel,NA,879,rv,Kamala Harris,52
Marquette University Law School,Probability Panel,NA,879,rv,Donald Trump,48
Marquette University Law School,Probability Panel,NA,683,lv,Kamala Harris,53
Marquette University Law School,Probability Panel,NA,683,lv,Donald Trump,47
Marquette University Law School,Probability Panel,NA,879,rv,Kamala Harris,47
Marquette University Law School,Probability Panel,NA,879,rv,Donald Trump,41
Marquette University Law School,Probability Panel,NA,879,rv,Robert F. Kennedy,9
Marquette University Law School,Probability Panel,NA,879,rv,Chase Oliver,1
Marquette University Law School,Probability Panel,NA,879,rv,Jill Stein,2
Marquette University Law School,Probability Panel,NA,879,rv,Cornel West,1
Marquette University Law School,Probability Panel,NA,683,lv,Kamala Harris,50
Marquette University Law School,Probability Panel,NA,683,lv,Donald Trump,42
Marquette University Law School,Probability Panel,NA,683,lv,Robert F. Kennedy,6
Marquette University Law School,Probability Panel,NA,683,lv,Chase Oliver,1
Marquette University Law School,Probability Panel,NA,683,lv,Jill Stein,1
Marquette University Law School,Probability Panel,NA,683,lv,Cornel West,0
RMG Research,NA,NA,3000,rv,Kamala Harris,47
RMG Research,NA,NA,3000,rv,Donald Trump,42
RMG Research,NA,NA,3000,rv,Robert F. Kennedy,6
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,46
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,44
Morning Consult,Online Panel,NA,9998,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,9998,lv,Donald Trump,45
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Kamala Harris,44
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Donald Trump,46
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Robert F. Kennedy,4
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Cornel West,2
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Jill Stein,1
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Chase Oliver,0
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Kamala Harris,48
"Fabrizio, Lee & Associates/Impact Research",Live Phone,Georgia,600,lv,Donald Trump,48
Public Policy Polling,NA,Arizona,618,rv,Kamala Harris,47
Public Policy Polling,NA,Arizona,618,rv,Donald Trump,49
Public Policy Polling,NA,Pennsylvania,627,rv,Kamala Harris,47
Public Policy Polling,NA,Pennsylvania,627,rv,Donald Trump,48
Public Policy Polling,NA,Georgia,662,rv,Kamala Harris,48
Public Policy Polling,NA,Georgia,662,rv,Donald Trump,47
Trafalgar Group/InsiderAdvantage,IVR/Live Phone/Text/Online Panel/Email,Georgia,NA,lv,Kamala Harris,47
Trafalgar Group/InsiderAdvantage,IVR/Live Phone/Text/Online Panel/Email,Georgia,NA,lv,Donald Trump,49
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,46
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,10119,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,10119,lv,Donald Trump,46
YouGov,Online Panel,NA,1434,rv,Kamala Harris,46
YouGov,Online Panel,NA,1434,rv,Donald Trump,44
YouGov,Online Panel,NA,1434,rv,Robert F. Kennedy,3
YouGov,Online Panel,NA,1434,rv,Cornel West,0
YouGov,Online Panel,NA,1434,rv,Jill Stein,0
Civiqs,Online Panel,NA,1123,rv,Kamala Harris,49
Civiqs,Online Panel,NA,1123,rv,Donald Trump,45
GQR,Live Phone,Pennsylvania,500,lv,Kamala Harris,50
GQR,Live Phone,Pennsylvania,500,lv,Donald Trump,46
GQR,Live Phone,Pennsylvania,500,lv,Chase Oliver,2
YouGov/Johns Hopkins University SNF Agora Institute,Online Panel,NA,2000,a,Kamala Harris,43
YouGov/Johns Hopkins University SNF Agora Institute,Online Panel,NA,2000,a,Donald Trump,42
YouGov/Johns Hopkins University SNF Agora Institute,Online Panel,NA,2000,a,Robert F. Kennedy,5
Redfield & Wilton Strategies,Online Panel,NA,1750,lv,Kamala Harris,45
Redfield & Wilton Strategies,Online Panel,NA,1750,lv,Donald Trump,43
Redfield & Wilton Strategies,Online Panel,NA,1750,lv,Robert F. Kennedy,5
Redfield & Wilton Strategies,Online Panel,NA,1750,lv,Chase Oliver,0
Redfield & Wilton Strategies,Online Panel,NA,1750,lv,Jill Stein,0
Morning Consult,Online Panel,NA,4000,rv,Kamala Harris,46
Morning Consult,Online Panel,NA,4000,rv,Donald Trump,45
Morning Consult,Online Panel,NA,10354,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,10354,lv,Donald Trump,46
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Kamala Harris,46.2
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Donald Trump,46.7
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Robert F. Kennedy,3.1
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Jill Stein,0.6
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Cornel West,0.6
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Chase Oliver,0.1
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Kamala Harris,49.5
American Pulse Research & Polling,IVR/Live Phone/Online Panel/Text-to-Web,NA,1035,lv,Donald Trump,48.3
ActiVote,App Panel,NA,1000,lv,Kamala Harris,48.7
ActiVote,App Panel,NA,1000,lv,Donald Trump,51.3
ActiVote,App Panel,NA,1000,lv,Kamala Harris,44.3
ActiVote,App Panel,NA,1000,lv,Donald Trump,45.5
ActiVote,App Panel,NA,1000,lv,Robert F. Kennedy,10.3
McLaughlin & Associates,Online Panel,NA,1000,lv,Kamala Harris,45
McLaughlin & Associates,Online Panel,NA,1000,lv,Donald Trump,47
McLaughlin & Associates,Online Panel,NA,1000,lv,Kamala Harris,41
McLaughlin & Associates,Online Panel,NA,1000,lv,Donald Trump,42
McLaughlin & Associates,Online Panel,NA,1000,lv,Robert F. Kennedy,8
McLaughlin & Associates,Online Panel,NA,1000,lv,Cornel West,1
McLaughlin & Associates,Online Panel,NA,1000,lv,Jill Stein,1
McLaughlin & Associates,Online Panel,NA,1000,lv,Chase Oliver,1
Public Opinion Strategies,Online Panel/Text-to-Web,Arizona,400,lv,Kamala Harris,43
Public Opinion Strategies,Online Panel/Text-to-Web,Arizona,400,lv,Donald Trump,48
Public Opinion Strategies,Online Panel/Text-to-Web,Michigan,400,lv,Kamala Harris,45
Public Opinion Strategies,Online Panel/Text-to-Web,Michigan,400,lv,Donald Trump,45
Public Opinion Strategies,Online Panel/Text-to-Web,Nevada,400,lv,Kamala Harris,45
Public Opinion Strategies,Online Panel/Text-to-Web,Nevada,400,lv,Donald Trump,46
Public Opinion Strategies,Online Panel/Text-to-Web,Pennsylvania,400,lv,Kamala Harris,48
Public Opinion Strategies,Online Panel/Text-to-Web,Pennsylvania,400,lv,Donald Trump,45
Public Opinion Strategies,Online Panel/Text-to-Web,Wisconsin,400,lv,Kamala Harris,48
Public Opinion Strategies,Online Panel/Text-to-Web,Wisconsin,400,lv,Donald Trump,46
Quantus Polls and News,Online Ad,Pennsylvania,500,rv,Kamala Harris,46.4
Quantus Polls and News,Online Ad,Pennsylvania,500,rv,Donald Trump,47.6
Morning Consult,Online Panel,NA,11538,rv,Kamala Harris,47
Morning Consult,Online Panel,NA,11538,rv,Donald Trump,46
Morning Consult,Online Panel,NA,10106,lv,Kamala Harris,48
Morning Consult,Online Panel,NA,10106,lv,Donald Trump,46
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Kamala Harris,48
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Donald Trump,52
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Kamala Harris,44
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Donald Trump,47
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Robert F. Kennedy,10
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Kamala Harris,43
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Donald Trump,47
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Robert F. Kennedy,8
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Jill Stein,1
HarrisX/Harris Poll,Online Panel,NA,2196,rv,Cornel West,1
Ipsos,Probability Panel,NA,876,rv,Kamala Harris,43
Ipsos,Probability Panel,NA,876,rv,Donald Trump,42
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Kamala Harris,52.4
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Donald Trump,47.6
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Kamala Harris,47.7
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Donald Trump,41.4
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Robert F. Kennedy,5.8
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Cornel West,0.3
Emerson College,Online Panel/Text-to-Web,New Hampshire,1000,rv,Jill Stein,0.8
Leger,Online Panel,NA,786,lv,Kamala Harris,48
Leger,Online Panel,NA,786,lv,Donald Trump,41
Leger,Online Panel,NA,786,lv,Robert F. Kennedy,5
Leger,Online Panel,NA,786,lv,Cornel West,1
Leger,Online Panel,NA,786,lv,Jill Stein,1
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Kamala Harris,49.4
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Donald Trump,50.6
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Kamala Harris,49.5
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Donald Trump,50.5
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Kamala Harris,46.2
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Donald Trump,47.2
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Kamala Harris,47.2
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Donald Trump,47.9
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Kamala Harris,44.8
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Donald Trump,45.6
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Robert F. Kennedy,5.9
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Kamala Harris,45.8
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Donald Trump,46.4
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Robert F. Kennedy,5.5
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Kamala Harris,43
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Donald Trump,43.8
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Robert F. Kennedy,5.8
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Chase Oliver,1.1
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Cornel West,1.2
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,3097,rv,Jill Stein,0.8
Big Data Poll,Live Phone/Online Panel/Text-to-Web,NA,2919,lv,Kamala Harris,44.2
